"name";"rating";"genre";"year";"released";"score";"votes";"director";"writer";"star";"country";"budget";"gross";"company";"runtime"
"The Dark Half";"R";"Horror";1993;"April 23, 1993 (United States)";6.0;16000.0;"George A. Romero";"Stephen King";"Timothy Hutton";"United States";15000000;"10611160.0";"Orion Pictures";122.0
"Only the Strong";"PG-13";"Action";1993;"August 27, 1993 (United States)";6.6;5900.0;"Sheldon Lettich";"Sheldon Lettich";"Mark Dacascos";"France";6000000;"3283371.0";"August Entertainment";99.0
"My Life";"PG-13";"Drama";1993;"November 12, 1993 (United States)";6.8;11000.0;"Bruce Joel Rubin";"Bruce Joel Rubin";"Michael Keaton";"United States";15000000;"27804899.0";"Capella Films";117.0
"Mi vida loca";"R";"Crime";1993;"July 15, 1994 (United States)";6.5;2000.0;"Allison Anders";"Allison Anders";"Angel Aviles";"United States";0;"3267313.0";"Channel Four Films";92.0
"Look Who's Talking Now";"PG-13";"Comedy";1993;"November 5, 1993 (United States)";4.4;28000.0;"Tom Ropelewski";"Tom Ropelewski";"John Travolta";"United States";22000000;"10340263.0";"TriStar Pictures";96.0
"The Meteor Man";"PG";"Action";1993;"August 6, 1993 (United States)";5.2;7800.0;"Robert Townsend";"Robert Townsend";"Robert Townsend";"United States";20000000;"8016708.0";"Metro-Goldwyn-Mayer (MGM)";100.0
"Fatal Instinct";"PG-13";"Comedy";1993;"October 29, 1993 (United States)";5.8;7000.0;"Carl Reiner";"David O'Malley";"Armand Assante";"United States";0;"7839327.0";"Metro-Goldwyn-Mayer (MGM)";91.0
"CB4";"R";"Comedy";1993;"March 12, 1993 (United States)";6.3;9000.0;"Tamra Davis";"Chris Rock";"Chris Rock";"United States";6000000;"17953778.0";"Imagine Entertainment";89.0
"Calendar Girl";"PG-13";"Comedy";1993;"September 3, 1993 (United States)";5.1;2100.0;"John Whitesell";"Paul W. Shapiro";"Jason Priestley";"United States";13000000;"2570550.0";"Parkway Productions";90.0
"Heaven & Earth";"R";"Action";1993;"January 7, 1994 (United States)";6.8;14000.0;"Oliver Stone";"Le Ly Hayslip";"Hiep Thi Le";"United States";33000000;"5864949.0";"Alcor Films";140.0
"Indian Summer";"PG-13";"Comedy";1993;"April 23, 1993 (United States)";6.6;5300.0;"Mike Binder";"Mike Binder";"Alan Arkin";"Canada";9000000;"14904910.0";"Outlaw Productions (I)";97.0
"Once Upon a Forest";"G";"Animation";1993;"June 18, 1993 (United States)";6.5;5200.0;"Charles Grosvenor";"Rae Lambert";"Michael Crawford";"United Kingdom";13000000;"6582052.0";"Hanna-Barbera Productions";71.0
"Posse";"R";"Western";1993;"May 14, 1993 (United States)";5.5;4200.0;"Mario Van Peebles";"Sy Richardson";"Mario Van Peebles";"United Kingdom";10000000;"18289763.0";"PolyGram Filmed Entertainment";111.0
"Flesh and Bone";"R";"Drama";1993;"November 5, 1993 (United States)";6.2;5000.0;"Steve Kloves";"Steve Kloves";"Dennis Quaid";"United States";0;"9709451.0";"Mirage Enterprises";126.0
"Sommersby";"PG-13";"Drama";1993;"February 5, 1993 (United States)";6.2;20000.0;"Jon Amiel";"Daniel Vigne";"Richard Gere";"France";0;"140081992.0";"Canal+";114.0
"Even Cowgirls Get the Blues";"R";"Comedy";1993;"May 20, 1994 (United States)";4.4;7100.0;"Gus Van Sant";"Tom Robbins";"Uma Thurman";"United States";8000000;"1708873.0";"New Line Cinema";106.0
"Life with Mikey";"PG";"Comedy";1993;"June 4, 1993 (United States)";5.6;5600.0;"James Lapine";"Marc Lawrence";"Michael J. Fox";"United States";0;"12440858.0";"Touchstone Pictures";91.0
"Best of the Best II";"R";"Action";1993;"March 5, 1993 (United States)";5.6;5400.0;"Robert Radler";"Max Strom";"Eric Roberts";"United States";7000000;"6608687.0";"Picture Securities";101.0
"The Thief and the Cobbler";"G";"Animation";1993;"August 25, 1995 (United States)";7.1;3700.0;"Richard Williams";"Richard Williams";"Vincent Price";"United Kingdom";25000000;"669276.0";"Richard Williams Productions";90.0
"My Boyfriend's Back";"PG-13";"Comedy";1993;"August 6, 1993 (United States)";5.4;4300.0;"Bob Balaban";"Dean Lorey";"Andrew Lowery";"United States";12000000;"3335984.0";"Touchstone Pictures";85.0
"Warlock: The Armageddon";"R";"Action";1993;"September 24, 1993 (United States)";5.4;5700.0;"Anthony Hickox";"Kevin Rock";"Julian Sands";"United States";3000000;"3902679.0";"Trimark Pictures";98.0
"The Scent of Green Papaya";"Not Rated";"Drama";1993;"January 28, 1994 (United States)";7.4;8300.0;"Anh Hung Tran";"Anh Hung Tran";"Nu Yên-Khê Tran";"Vietnam";0;"1700992.0";"Les Productions Lazennec";104.0
"Kika";"Unrated";"Comedy";1993;"May 6, 1994 (United States)";6.5;13000.0;"Pedro Almodóvar";"Pedro Almodóvar";"Peter Coyote";"Spain";0;"2019581.0";"El Deseo";114.0
"Wide Sargasso Sea";"NC-17";"Drama";1993;"April 16, 1993 (United States)";5.7;1900.0;"John Duigan";"Jan Sharp";"Karina Lombard";"Australia";0;"1614784.0";"Laughing Kookaburra Productions";98.0
"Iron Monkey";"PG-13";"Action";1993;"October 12, 2001 (United States)";7.5;16000.0;"Woo-Ping Yuen";"Tan Cheung";"Rongguang Yu";"Hong Kong";11000000;"14694904.0";"Film Workshop";85.0
"Mr. Nanny";"PG";"Action";1993;"October 8, 1993 (United States)";3.8;8900.0;"Michael Gottlieb";"Edward Rugoff";"Hulk Hogan";"United States";10000000;"4348572.0";"New Line Cinema";84.0
"The Real McCoy";"PG-13";"Crime";1993;"September 10, 1993 (United States)";5.5;8500.0;"Russell Mulcahy";"Desmond Lowden";"Kim Basinger";"United States";0;"6484246.0";"Bregman/Baer Productions";105.0
"3 Ninjas: Knuckle Up";"PG-13";"Action";1993;"April 7, 1995 (United States)";4.3;5400.0;"Sang-ok Shin";"Alex S. Kim";"Victor Wong";"United States";0;"413479.0";"Sheen Productions";85.0
"Father Hood";"PG-13";"Adventure";1993;"August 27, 1993 (United States)";4.9;2900.0;"Darrell Roodt";"Scott Spencer";"Patrick Swayze";"United States";0;"3418141.0";"Hollywood Pictures";95.0
"Faraway, So Close!";"PG-13";"Drama";1993;"December 21, 1993 (United States)";7.3;7800.0;"Wim Wenders";"Wim Wenders";"Otto Sander";"Germany";10500000;"810455.0";"Road Movies Filmproduktion";140.0
"Dangerous Game";"R";"Drama";1993;"November 19, 1993 (United States)";5.6;3600.0;"Abel Ferrara";"Nicholas St. John";"Harvey Keitel";"Italy";10000000;"1261210.0";"Cecchi Gori Europa N.V.";108.0
"Deadfall";"R";"Crime";1993;"October 8, 1993 (United States)";4.0;3000.0;"Christopher Coppola";"Christopher Coppola";"Michael Biehn";"United States";10000000;"18369.0";"Trimark Pictures";98.0
"A Home of Our Own";"PG";"Biography";1993;"November 5, 1993 (United States)";7.1;3000.0;"Tony Bill";"Patrick Sheane Duncan";"Kathy Bates";"United States";12000000;"1677807.0";"A&M Films";104.0
"A Far Off Place";"PG";"Adventure";1993;"March 12, 1993 (United States)";6.6;3400.0;"Mikael Salomon";"Lourens van der Post";"Reese Witherspoon";"United States";0;"12890752.0";"Walt Disney Pictures";108.0
"Guilty as Sin";"R";"Crime";1993;"June 4, 1993 (United States)";5.6;4900.0;"Sidney Lumet";"Larry Cohen";"Rebecca De Mornay";"United States";12000000;"22866222.0";"Hollywood Pictures";107.0
"The Wedding Banquet";"R";"Comedy";1993;"August 4, 1993 (United States)";7.6;14000.0;"Ang Lee";"Ang Lee";"Winston Chao";"Taiwan";1000000;"6933459.0";"Ang Lee Productions";106.0
"Another Stakeout";"PG-13";"Comedy";1993;"July 23, 1993 (United States)";5.6;13000.0;"John Badham";"Jim Kouf";"Richard Dreyfuss";"United States";0;"20208496.0";"Touchstone Pictures";108.0
"Aspen Extreme";"PG-13";"Drama";1993;"January 22, 1993 (United States)";6.0;2800.0;"Patrick Hasburgh";"Patrick Hasburgh";"Paul Gross";"United States";14000000;"8041049.0";"Hollywood Pictures";113.0
"Suture";"Not Rated";"Drama";1993;"August 24, 1994 (France)";6.6;1800.0;"Scott McGehee";"Scott McGehee";"Dennis Haysbert";"United States";0;"102780.0";"Kino Korsakoff";96.0
"Blink";"R";"Crime";1993;"January 26, 1994 (United States)";6.2;8000.0;"Michael Apted";"Dana Stevens";"Madeleine Stowe";"United States";11000000;"16696219.0";"New Line Cinema";106.0
"Where the Rivers Flow North";"PG-13";"Drama";1993;"March 4, 1994 (United States)";6.7;464.0;"Jay Craven";"Howard Frank Mosher";"Rip Torn";"United States";0;"595505.0";"Caledonia Pictures";106.0
"Sugar Hill";"R";"Crime";1993;"February 25, 1994 (United States)";5.9;4300.0;"Leon Ichaso";"Barry Michael Cooper";"Wesley Snipes";"United States";10000000;"18225518.0";"Beacon Communications";123.0
"Man's Best Friend";"R";"Comedy";1993;"November 19, 1993 (United States)";5.2;4100.0;"John Lafia";"John Lafia";"Ally Sheedy";"United States";6000000;"12974636.0";"New Line Cinema";87.0
"Mr. Jones";"R";"Drama";1993;"October 8, 1993 (United States)";5.8;6900.0;"Mike Figgis";"Eric Roth";"Richard Gere";"United States";25000000;"8345845.0";"Rastar Productions";114.0
"Carnosaur";"R";"Horror";1993;"May 21, 1993 (United States)";3.6;3700.0;"Adam Simon";"John Brosnan";"Diane Ladd";"United States";850000;"1753979.0";"New Horizons Picture";83.0
"Mr. Wonderful";"PG-13";"Comedy";1993;"October 15, 1993 (United States)";5.9;3200.0;"Anthony Minghella";"Amy Schor Ferris";"Matt Dillon";"United States";13000000;"3125424.0";"Night Life Inc.";98.0
"Cop & ½";"PG";"Comedy";1993;"April 2, 1993 (United States)";4.1;8300.0;"Henry Winkler";"Arne Olsen";"Burt Reynolds";"United States";14000000;"40689691.0";"Imagine Films Entertainment";97.0
"Madadayo";"";"Drama";1993;"April 17, 1993 (Japan)";7.3;5100.0;"Akira Kurosawa";"Ishirô Honda";"Tatsuo Matsumura";"Japan";11900000;"596.0";"DENTSU Music And Entertainment";134.0
"Caro diario";"Unrated";"Biography";1993;"September 30, 1994 (United States)";7.3;7400.0;"Nanni Moretti";"Nanni Moretti";"Nanni Moretti";"Italy";0;"225278.0";"Sacher Film";100.0
"Jack the Bear";"PG-13";"Comedy";1993;"April 2, 1993 (United States)";6.5;3900.0;"Marshall Herskovitz";"Dan McCall";"Danny DeVito";"United States";0;"5145823.0";"Twentieth Century Fox";99.0
"Money for Nothing";"R";"Comedy";1993;"September 10, 1993 (United States)";5.7;3700.0;"Ramón Menéndez";"Mark Bowden";"John Cusack";"United States";11000000;"1039824.0";"Permut Presentations";100.0
"Naked in New York";"R";"Comedy";1993;"April 13, 1994 (United States)";5.6;1600.0;"Daniel Algrant";"Daniel Algrant";"Eric Stoltz";"United States";0;"1038959.0";"Some Film";95.0
"Son of the Pink Panther";"PG";"Comedy";1993;"August 27, 1993 (United States)";3.9;5000.0;"Blake Edwards";"Maurice Richlin";"Roberto Benigni";"Italy";25000000;"2438031.0";"Filmauro";93.0
"Jung on zo";"R";"Action";1993;"June 24, 1993 (Hong Kong)";6.8;6100.0;"Kirk Wong";"Tin Nam Chun";"Jackie Chan";"Hong Kong";0;"3741869.0";"Golden Harvest Company";103.0
"Totally F***ed Up";"Unrated";"Comedy";1993;"January 13, 1995 (United Kingdom)";6.4;3000.0;"Gregg Araki";"Gregg Araki";"James Duval";"United States";0;"101071.0";"Blurco";78.0
"Bodies, Rest & Motion";"R";"Drama";1993;"April 9, 1993 (United States)";5.7;2200.0;"Michael Steinberg";"Roger Hedden";"Phoebe Cates";"United States";2500000;"764724.0";"Fine Line Features";95.0
"House of Cards";"PG-13";"Drama";1993;"June 25, 1993 (United States)";6.2;2600.0;"Michael Lessac";"Michael Lessac";"Kathleen Turner";"Italy";0;"322871.0";"A&M Films";109.0
"Bhaji on the Beach";"R";"Comedy";1993;"May 1994 (United States)";6.4;1100.0;"Gurinder Chadha";"Gurinder Chadha";"Kim Vithana";"United Kingdom";0;"735162.0";"Channel Four Films";101.0
"Silent Tongue";"PG-13";"Drama";1993;"January 27, 1995 (United Kingdom)";5.3;1100.0;"Sam Shepard";"Sam Shepard";"Alan Bates";"France";0;"61274.0";"Belbo Films";102.0
"Amos & Andrew";"PG-13";"Comedy";1993;"March 5, 1993 (United States)";5.7;8600.0;"E. Max Frye";"E. Max Frye";"Nicolas Cage";"United States";0;"9745803.0";"Castle Rock Entertainment";96.0
"Splitting Heirs";"PG-13";"Comedy";1993;"April 30, 1993 (United States)";5.5;4100.0;"Robert Young";"Eric Idle";"Eric Idle";"United Kingdom";0;"3246063.0";"Prominent Features";87.0
"Born Yesterday";"PG";"Comedy";1993;"March 26, 1993 (United States)";5.2;3700.0;"Luis Mandoki";"Garson Kanin";"Melanie Griffith";"United States";0;"17952857.0";"Hollywood Pictures";100.0
"Mother's Boys";"R";"Drama";1993;"March 18, 1994 (United States)";5.4;3000.0;"Yves Simoneau";"Bernard Taylor";"Jamie Lee Curtis";"United States";8000000;"737548.0";"Miramax";96.0
"The Nutcracker";"G";"Family";1993;"November 24, 1993 (United States)";5.9;1900.0;"Emile Ardolino";"Susan Cooper";"Darci Kistler";"United States";19000000;"2119994.0";"Krasnow Productions";92.0
"Philadelphia Experiment II";"PG-13";"Action";1993;"June 4, 1994 (South Korea)";4.5;1900.0;"Stephen Cornwell";"Wallace C. Bennett";"Brad Johnson";"United States";5000000;"2970.0";"Trimark Pictures";97.0
"Blue";"Not Rated";"Biography";1993;"December 3, 1993 (United States)";7.3;2100.0;"Derek Jarman";"Derek Jarman";"Derek Jarman";"United Kingdom";0;"";"Channel 4 Television Corporation";79.0
"Fear of a Black Hat";"R";"Comedy";1993;"June 3, 1994 (United States)";7.2;3900.0;"Rusty Cundieff";"Rusty Cundieff";"Larry B. Scott";"United States";999999;"233824.0";"Incorporated Television Company (ITC)";88.0
"Ed and His Dead Mother";"PG-13";"Comedy";1993;"November 17, 1993 (United States)";6.0;1900.0;"Jonathan Wacks";"Chuck Hughes";"Eric Christmas";"United States";1800000;"";"Incorporated Television Company (ITC)";93.0
"Boiling Point";"R";"Action";1993;"April 16, 1993 (United States)";5.0;5700.0;"James B. Harris";"Gerald Petievich";"Wesley Snipes";"United States";9000000;"10058318.0";"StudioCanal";92.0
"A Dangerous Woman";"R";"Drama";1993;"December 3, 1993 (United States)";5.8;1600.0;"Stephen Gyllenhaal";"Mary McGarry Morris";"Debra Winger";"United States";0;"1497222.0";"Island World";102.0
"Josh and S.A.M.";"PG-13";"Adventure";1993;"November 24, 1993 (United States)";5.7;1400.0;"Billy Weber";"Frank Deese";"Jacob Tierney";"United States";18000000;"1640220.0";"Castle Rock Entertainment";96.0
"Ethan Frome";"PG";"Drama";1993;"March 12, 1993 (United States)";6.2;2000.0;"John Madden";"Richard Nelson";"Liam Neeson";"United Kingdom";0;"296081.0";"American Playhouse";99.0
"The Night We Never Met";"R";"Comedy";1993;"April 30, 1993 (United States)";6.0;2400.0;"Warren Leight";"Warren Leight";"Matthew Broderick";"United States";8000000;"1884814.0";"Miramax";99.0
"The Shawshank Redemption";"R";"Drama";1994;"October 14, 1994 (United States)";9.3;2400000.0;"Frank Darabont";"Stephen King";"Tim Robbins";"United States";25000000;"28817291.0";"Castle Rock Entertainment";142.0
"Pulp Fiction";"R";"Crime";1994;"October 14, 1994 (United States)";8.9;1900000.0;"Quentin Tarantino";"Quentin Tarantino";"John Travolta";"United States";8000000;"213928762.0";"Miramax";154.0
"Forrest Gump";"PG-13";"Drama";1994;"July 6, 1994 (United States)";8.8;1900000.0;"Robert Zemeckis";"Winston Groom";"Tom Hanks";"United States";55000000;"678226133.0";"Paramount Pictures";142.0
"Léon: The Professional";"R";"Action";1994;"November 18, 1994 (United States)";8.5;1100000.0;"Luc Besson";"Luc Besson";"Jean Reno";"France";0;"19552639.0";"Gaumont";110.0
"True Lies";"R";"Action";1994;"July 15, 1994 (United States)";7.2;243000.0;"James Cameron";"Claude Zidi";"Arnold Schwarzenegger";"United States";115000000;"378882411.0";"Twentieth Century Fox";141.0
"The Lion King";"G";"Animation";1994;"June 24, 1994 (United States)";8.5;970000.0;"Roger Allers";"Irene Mecchi";"Matthew Broderick";"United States";45000000;"1083720877.";"Walt Disney Pictures";88.0
"The Mask";"PG-13";"Action";1994;"July 29, 1994 (United States)";6.9;357000.0;"Chuck Russell";"Michael Fallon";"Jim Carrey";"United States";23000000;"351583407.0";"New Line Cinema";101.0
"Speed";"R";"Action";1994;"June 10, 1994 (United States)";7.2;339000.0;"Jan de Bont";"Graham Yost";"Keanu Reeves";"United States";30000000;"350448145.0";"The Mark Gordon Company";116.0
"Stargate";"PG-13";"Action";1994;"October 28, 1994 (United States)";7.1;180000.0;"Roland Emmerich";"Dean Devlin";"Kurt Russell";"United States";55000000;"196567262.0";"Canal+";116.0
"The Little Rascals";"PG";"Comedy";1994;"August 5, 1994 (United States)";6.3;45000.0;"Penelope Spheeris";"Penelope Spheeris";"Travis Tedford";"United States";23000000;"67308282.0";"Universal Pictures";82.0
"Dumb and Dumber";"PG-13";"Comedy";1994;"December 16, 1994 (United States)";7.3;361000.0;"Peter Farrelly";"Peter Farrelly";"Jim Carrey";"United States";17000000;"247275374.0";"New Line Cinema";107.0
"Legends of the Fall";"R";"Drama";1994;"January 13, 1995 (United States)";7.5;154000.0;"Edward Zwick";"Susan Shilliday";"Brad Pitt";"United States";30000000;"160638883.0";"TriStar Pictures";133.0
"Natural Born Killers";"R";"Action";1994;"August 26, 1994 (United States)";7.3;222000.0;"Oliver Stone";"Quentin Tarantino";"Woody Harrelson";"United States";34000000;"50283563.0";"Warner Bros.";118.0
"The Crow";"R";"Action";1994;"May 13, 1994 (United States)";7.6;170000.0;"Alex Proyas";"James O'Barr";"Brandon Lee";"United States";23000000;"50693129.0";"Crowvision Inc.";102.0
"Interview with the Vampire: the Vampire Chronicles";"R";"Drama";1994;"November 11, 1994 (United States)";7.5;301000.0;"Neil Jordan";"Anne Rice";"Brad Pitt";"United States";60000000;"223664608.0";"Geffen Pictures";123.0
"Four Weddings and a Funeral";"R";"Comedy";1994;"April 15, 1994 (United States)";7.1;144000.0;"Mike Newell";"Richard Curtis";"Hugh Grant";"United Kingdom";4400000;"245700832.0";"PolyGram Filmed Entertainment";117.0
"The Flintstones";"PG";"Comedy";1994;"May 27, 1994 (United States)";4.9;77000.0;"Brian Levant";"Tom S. Parker";"John Goodman";"United States";46000000;"341631208.0";"Universal Pictures";91.0
"Ace Ventura: Pet Detective";"PG-13";"Comedy";1994;"February 4, 1994 (United States)";6.9;284000.0;"Tom Shadyac";"Jack Bernstein";"Jim Carrey";"United States";15000000;"107217396.0";"Morgan Creek Entertainment";86.0
"Little Women";"PG";"Drama";1994;"December 25, 1994 (United States)";7.3;54000.0;"Gillian Armstrong";"Louisa May Alcott";"Susan Sarandon";"United States";18000000;"50083616.0";"Columbia Pictures";115.0
"Street Fighter";"PG-13";"Action";1994;"December 23, 1994 (United States)";4.0;67000.0;"Steven E. de Souza";"Steven E. de Souza";"Jean-Claude Van Damme";"Japan";35000000;"99431786.0";"Capcom Entertainment";102.0
"Chungking Express";"PG-13";"Comedy";1994;"March 8, 1996 (United States)";8.1;69000.0;"Kar-Wai Wong";"Kar-Wai Wong";"Brigitte Lin";"Hong Kong";0;"1432358.0";"Jet Tone Production";102.0
"Clear and Present Danger";"PG-13";"Action";1994;"August 3, 1994 (United States)";6.9;93000.0;"Phillip Noyce";"Tom Clancy";"Harrison Ford";"United States";62000000;"215887717.0";"Mace Neufeld Productions";141.0
"D2: The Mighty Ducks";"PG";"Comedy";1994;"March 25, 1994 (United States)";6.1;38000.0;"Sam Weisman";"Steven Brill";"Emilio Estevez";"United States";0;"45610410.0";"Avnet/Kerner Productions";106.0
"Heavenly Creatures";"R";"Biography";1994;"October 14, 1994 (New Zealand)";7.3;60000.0;"Peter Jackson";"Fran Walsh";"Melanie Lynskey";"New Zealand";5000000;"3049135.0";"WingNut Films";99.0
"Clerks";"R";"Comedy";1994;"November 9, 1994 (France)";7.7;214000.0;"Kevin Smith";"Kevin Smith";"Brian O'Halloran";"United States";27000;"3151130.0";"View Askew Productions";92.0
